OID_,Entity_ID,Plant_Name,Nameplate_Capacity__MW_,Technology,Operating_Year,Retirement_Year,County_GEOID,County Name,State,State code
282,20860,Pulliam,69,Conventional Steam Coal,1951,2015,55009,Brown,Wisconsin,WI
283,20860,Weston,60,Conventional Steam Coal,1954,2015,55073,Marathon,Wisconsin,WI
284,22053,Big Sandy,816.3,Conventional Steam Coal,1969,2015,21127,Lawrence,Kentucky,KY
285,58620,Picway,106.2,Conventional Steam Coal,1955,2015,39129,Pickaway,Ohio,OH
286,58620,Muskingum River,219.6,Conventional Steam Coal,1953,2015,39115,Washington,Ohio,OH
287,58620,Muskingum River,219.6,Conventional Steam Coal,1954,2015,39115,Washington,Ohio,OH
288,58620,Muskingum River,237.5,Conventional Steam Coal,1957,2015,39115,Washington,Ohio,OH
289,58620,Muskingum River,237.5,Conventional Steam Coal,1958,2015,39115,Washington,Ohio,OH
290,58620,Muskingum River,615.2,Conventional Steam Coal,1968,2015,39115,Washington,Ohio,OH
291,58620,Kammer,237.5,Conventional Steam Coal,1958,2015,54051,Marshall,West Virginia,WV
292,58620,Kammer,237.5,Conventional Steam Coal,1958,2015,54051,Marshall,West Virginia,WV
293,58620,Kammer,237.5,Conventional Steam Coal,1959,2015,54051,Marshall,West Virginia,WV
294,9788,John Deere Harvester Works,0.9,Conventional Steam Coal,2003,2015,17161,Rock Island,Illinois,IL
295,12647,Taconite Harbor Energy Center,84,Conventional Steam Coal,1967,2015,27031,Cook,Minnesota,MN
296,142,AES Beaver Valley Partners Beaver Valley,35,Conventional Steam Coal,1987,2015,42007,Beaver,Pennsylvania,PA
297,142,AES Beaver Valley Partners Beaver Valley,114,Conventional Steam Coal,1987,2015,42007,Beaver,Pennsylvania,PA
298,7801,Scholz,49,Conventional Steam Coal,1953,2015,12063,Jackson,Florida,FL
299,7801,Scholz,49,Conventional Steam Coal,1953,2015,12063,Jackson,Florida,FL
300,7140,Harllee Branch,299.2,Conventional Steam Coal,1965,2015,13237,Putnam,Georgia,GA
301,7140,Harllee Branch,544,Conventional Steam Coal,1968,2015,13237,Putnam,Georgia,GA
302,7140,Harllee Branch,544,Conventional Steam Coal,1969,2015,13237,Putnam,Georgia,GA
303,7140,Yates,122.5,Conventional Steam Coal,1950,2015,13077,Coweta,Georgia,GA
304,7140,Yates,122.5,Conventional Steam Coal,1950,2015,13077,Coweta,Georgia,GA
305,7140,Yates,122.5,Conventional Steam Coal,1952,2015,13077,Coweta,Georgia,GA
306,7140,Yates,156.2,Conventional Steam Coal,1957,2015,13077,Coweta,Georgia,GA
307,7140,Yates,156.2,Conventional Steam Coal,1958,2015,13077,Coweta,Georgia,GA
308,12384,Will County,299.2,Conventional Steam Coal,1957,2015,17197,Will,Illinois,IL
309,11249,Cane Run,272,Conventional Steam Coal,1969,2015,21111,Jefferson,Kentucky,KY
310,5580,Dale,27,Conventional Steam Coal,1954,2015,21049,Clark,Kentucky,KY
311,5580,Dale,27,Conventional Steam Coal,1954,2015,21049,Clark,Kentucky,KY
312,5109,Trenton Channel,120,Conventional Steam Coal,1950,2015,26163,Wayne,Michigan,MI
313,13781,Black Dog,113.6,Conventional Steam Coal,1955,2015,27037,Dakota,Minnesota,MN
314,13781,Black Dog,163.2,Conventional Steam Coal,1960,2015,27037,Dakota,Minnesota,MN
315,6526,FirstEnergy Ashtabula,256,Conventional Steam Coal,1958,2015,39007,Ashtabula,Ohio,OH
316,6526,FirstEnergy Eastlake,123,Conventional Steam Coal,1953,2015,39085,Lake,Ohio,OH
317,6526,FirstEnergy Eastlake,123,Conventional Steam Coal,1953,2015,39085,Lake,Ohio,OH
318,6526,FirstEnergy Eastlake,123,Conventional Steam Coal,1954,2015,39085,Lake,Ohio,OH
319,6526,FirstEnergy Lake Shore,256,Conventional Steam Coal,1962,2015,39035,Cuyahoga,Ohio,OH
320,14354,Carbon,75,Conventional Steam Coal,1954,2015,49007,Carbon,Utah,UT
321,14354,Carbon,113.6,Conventional Steam Coal,1957,2015,49007,Carbon,Utah,UT
322,13657,Juniata Locomotive Shop,2,Conventional Steam Coal,1955,2015,42013,Blair,Pennsylvania,PA
323,13657,Juniata Locomotive Shop,2,Conventional Steam Coal,1955,2015,42013,Blair,Pennsylvania,PA
324,57279,Colton Plant,15,Conventional Steam Coal,1985,2015,6071,San Bernardino,California,CA
325,57279,Colton Plant,15,Conventional Steam Coal,1985,2015,6071,San Bernardino,California,CA
326,9267,Frank E Ratts,116.6,Conventional Steam Coal,1970,2015,18125,Pike,Indiana,IN
327,9267,Frank E Ratts,116.6,Conventional Steam Coal,1970,2015,18125,Pike,Indiana,IN
328,12341,Walter Scott Jr Energy Center,49,Conventional Steam Coal,1954,2015,19155,Pottawattamie,Iowa,IA
329,12341,Walter Scott Jr Energy Center,81.6,Conventional Steam Coal,1958,2015,19155,Pottawattamie,Iowa,IA
330,15298,J E Corette Plant,172.8,Conventional Steam Coal,1968,2015,30111,Yellowstone,Montana,MT
331,58159,West Campus Steam Plant,2.5,Conventional Steam Coal,1938,2015,42027,Centre,Pennsylvania,PA
332,58159,West Campus Steam Plant,3.5,Conventional Steam Coal,1949,2015,42027,Centre,Pennsylvania,PA
333,3103,Cargill Corn Wet Milling Plant,25,Conventional Steam Coal,1985,2015,47157,Shelby,Tennessee,TN
334,19876,Chesapeake,185.2,Conventional Steam Coal,1959,2015,51550,Chesapeake City,Virginia,VA
335,19876,Chesapeake,112.5,Conventional Steam Coal,1953,2015,51550,Chesapeake City,Virginia,VA
336,19876,Chesapeake,112.5,Conventional Steam Coal,1954,2015,51550,Chesapeake City,Virginia,VA
337,19876,Chesapeake,239.3,Conventional Steam Coal,1962,2015,51550,Chesapeake City,Virginia,VA
338,12986,Morton Salt Rittman,1.5,Conventional Steam Coal,1978,2015,39169,Wayne,Ohio,OH
339,57316,Albany Brewery,6,Conventional Steam Coal,1979,2015,13095,Dougherty,Georgia,GA
340,13407,Reid Gardner,114,Conventional Steam Coal,1965,2014,32003,Clark,Nevada,NV
341,13407,Reid Gardner,114,Conventional Steam Coal,1968,2014,32003,Clark,Nevada,NV
342,13407,Reid Gardner,114,Conventional Steam Coal,1976,2014,32003,Clark,Nevada,NV
343,14795,Oilseed Plant,1.7,Conventional Steam Coal,1985,2014,51550,Chesapeake City,Virginia,VA
344,2138,Brainerd Public Utilities,0.6,Conventional Steam Coal,1959,2014,27035,Crow Wing,Minnesota,MN
345,5416,W S Lee,90,Conventional Steam Coal,1951,2014,45007,Anderson,South Carolina,SC
346,5416,W S Lee,90,Conventional Steam Coal,1951,2014,45007,Anderson,South Carolina,SC
347,16002,Rio Bravo Poso,38.2,Conventional Steam Coal,1989,2014,6029,Kern,California,CA
348,19724,Vanderbilt University Power Plant,6.5,Conventional Steam Coal,1988,2014,47037,Davidson,Tennessee,TN
349,3542,Walter C Beckjord,244.8,Conventional Steam Coal,1962,2014,39025,Clermont,Ohio,OH
350,3542,Walter C Beckjord,460.8,Conventional Steam Coal,1969,2014,39025,Clermont,Ohio,OH
351,4716,Alma,81.6,Conventional Steam Coal,1960,2014,55011,Buffalo,Wisconsin,WI
352,52,ACE Cogeneration Facility,108,Conventional Steam Coal,1990,2014,6071,San Bernardino,California,CA
353,109,AG Processing Inc,8.5,Conventional Steam Coal,1982,2014,19197,Wright,Iowa,IA
354,55919,Consumer Operations LLC,28.2,Conventional Steam Coal,2005,2014,55009,Brown,Wisconsin,WI
355,55919,Consumer Operations LLC,10,Conventional Steam Coal,1954,2014,55009,Brown,Wisconsin,WI
356,55965,Whiting Mill,4.1,Conventional Steam Coal,1951,2014,55097,Portage,Wisconsin,WI
357,16061,Rio Bravo Jasmin,38.2,Conventional Steam Coal,1989,2014,6029,Kern,California,CA
358,10633,Lamar Plant,18.5,Conventional Steam Coal,2009,2014,8099,Prowers,Colorado,CO
359,4716,Alma,54.4,Conventional Steam Coal,1957,2014,55011,Buffalo,Wisconsin,WI
360,9788,John Deere Harvester Works,2,Conventional Steam Coal,1940,2014,17161,Rock Island,Illinois,IL
361,18642,Widows Creek,140.6,Conventional Steam Coal,1952,2014,1071,Jackson,Alabama,AL
362,18642,Widows Creek,140.6,Conventional Steam Coal,1952,2014,1071,Jackson,Alabama,AL
363,18642,Widows Creek,140.6,Conventional Steam Coal,1953,2014,1071,Jackson,Alabama,AL
364,18642,Widows Creek,140.6,Conventional Steam Coal,1954,2014,1071,Jackson,Alabama,AL
365,22001,Sunbury Generation LP,89.1,Conventional Steam Coal,1949,2014,42109,Snyder,Pennsylvania,PA
366,22001,Sunbury Generation LP,89.1,Conventional Steam Coal,1949,2014,42109,Snyder,Pennsylvania,PA
367,22001,Sunbury Generation LP,103.5,Conventional Steam Coal,1951,2014,42109,Snyder,Pennsylvania,PA
368,22001,Sunbury Generation LP,156.2,Conventional Steam Coal,1953,2014,42109,Snyder,Pennsylvania,PA
369,18642,Shawnee,175,Conventional Steam Coal,1956,2014,21145,McCracken,Kentucky,KY
370,15085,Mount Tom,136,Conventional Steam Coal,1960,2014,25013,Hampden,Massachusetts,MA
371,59928,Salem Harbor,81.9,Conventional Steam Coal,1952,2014,25009,Essex,Massachusetts,MA
372,59928,Salem Harbor,82,Conventional Steam Coal,1952,2014,25009,Essex,Massachusetts,MA
373,59928,Salem Harbor,165.7,Conventional Steam Coal,1958,2014,25009,Essex,Massachusetts,MA
374,18642,John Sevier,200,Conventional Steam Coal,1956,2014,47073,Hawkins,Tennessee,TN
375,18642,John Sevier,200,Conventional Steam Coal,1957,2014,47073,Hawkins,Tennessee,TN
376,12298,Menasha,7.5,Conventional Steam Coal,1954,2014,55139,WINNEBAGO,Wisconsin,WI
377,12298,Menasha,13.6,Conventional Steam Coal,1964,2014,55139,WINNEBAGO,Wisconsin,WI
378,12298,Menasha,6.9,Conventional Steam Coal,2006,2014,55139,WINNEBAGO,Wisconsin,WI
379,55768,B L England,136,Conventional Steam Coal,1962,2014,34009,Cape May,New Jersey,NJ
380,58793,Missouri S&T - Power Plant,0.5,Conventional Steam Coal,1951,2014,29161,Phelps,Missouri,MO
381,56155,Eckert Station,44,Conventional Steam Coal,1958,2014,26065,Ingham,Michigan,MI
382,14165,Elrama Power Plant,100,Conventional Steam Coal,1952,2014,42125,Washington,Pennsylvania,PA
383,14165,Elrama Power Plant,100,Conventional Steam Coal,1953,2014,42125,Washington,Pennsylvania,PA
384,14165,Elrama Power Plant,125,Conventional Steam Coal,1954,2014,42125,Washington,Pennsylvania,PA
385,14165,Elrama Power Plant,185,Conventional Steam Coal,1960,2014,42125,Washington,Pennsylvania,PA
386,19545,Ben French,25,Conventional Steam Coal,1960,2014,46103,Pennington,South Dakota,SD
387,19545,Neil Simpson,21.7,Conventional Steam Coal,1959,2014,56005,Campbell,Wyoming,WY
388,19545,Osage (WY),11.5,Conventional Steam Coal,1948,2014,56045,Weston,Wyoming,WY
389,19545,Osage (WY),11.5,Conventional Steam Coal,1950,2014,56045,Weston,Wyoming,WY
390,19545,Osage (WY),11.5,Conventional Steam Coal,1952,2014,56045,Weston,Wyoming,WY
391,19724,Vanderbilt University Power Plant,4.5,Conventional Steam Coal,1989,2014,47037,Davidson,Tennessee,TN
392,3542,Walter C Beckjord,163.2,Conventional Steam Coal,1958,2014,39025,Clermont,Ohio,OH
393,9332,Indian River Generating Station,176.8,Conventional Steam Coal,1970,2014,10005,Sussex,Delaware,DE
394,4129,Piney Creek Project,36.2,Conventional Steam Coal,1992,2014,42031,CLARION,Pennsylvania,PA
395,56146,W N Clark,18.7,Conventional Steam Coal,1955,2013,8043,Fremont,Colorado,CO
396,56146,W N Clark,25,Conventional Steam Coal,1959,2013,8043,Fremont,Colorado,CO
397,15466,Arapahoe,40,Conventional Steam Coal,1951,2013,8031,Denver,Colorado,CO
398,15466,Arapahoe,112.5,Conventional Steam Coal,1955,2013,8031,Denver,Colorado,CO
399,5860,Asbury,18.7,Conventional Steam Coal,1986,2013,29097,Jasper,Missouri,MO
400,803,Four Corners,190,Conventional Steam Coal,1963,2013,35045,San Juan,New Mexico,NM
401,803,Four Corners,190,Conventional Steam Coal,1963,2013,35045,San Juan,New Mexico,NM
402,803,Four Corners,253.4,Conventional Steam Coal,1964,2013,35045,San Juan,New Mexico,NM
403,20508,Covington Facility,10.5,Conventional Steam Coal,1946,2013,51005,Covington City,Virginia,VA
404,3258,Fair Station,25,Conventional Steam Coal,1960,2013,19139,Muscatine,Iowa,IA
405,3258,Fair Station,37.5,Conventional Steam Coal,1967,2013,19139,Muscatine,Iowa,IA
406,5109,Harbor Beach,121,Conventional Steam Coal,1968,2013,26063,Huron,Michigan,MI
407,3046,L V Sutton Steam,112.5,Conventional Steam Coal,1954,2013,37129,New Hanover,North Carolina,NC
408,3046,L V Sutton Steam,112.5,Conventional Steam Coal,1955,2013,37129,New Hanover,North Carolina,NC
409,3046,L V Sutton Steam,446.6,Conventional Steam Coal,1972,2013,37129,New Hanover,North Carolina,NC
410,17043,Shelby Municipal Light Plant,12.5,Conventional Steam Coal,1968,2013,39139,Richland,Ohio,OH
411,17043,Shelby Municipal Light Plant,12.5,Conventional Steam Coal,1973,2013,39139,Richland,Ohio,OH
412,17043,Shelby Municipal Light Plant,7,Conventional Steam Coal,1954,2013,39139,Richland,Ohio,OH
413,17539,Canadys Steam,136,Conventional Steam Coal,1964,2013,45029,Colleton,South Carolina,SC
414,17539,Canadys Steam,217.6,Conventional Steam Coal,1967,2013,45029,Colleton,South Carolina,SC
415,3542,Walter C Beckjord,112.5,Conventional Steam Coal,1953,2013,39025,Clermont,Ohio,OH
416,3542,Walter C Beckjord,125,Conventional Steam Coal,1954,2013,39025,Clermont,Ohio,OH
417,23279,Hatfields Ferry Power Station,576,Conventional Steam Coal,1969,2013,42059,Greene,Pennsylvania,PA
418,23279,Hatfields Ferry Power Station,576,Conventional Steam Coal,1970,2013,42059,Greene,Pennsylvania,PA
419,23279,Hatfields Ferry Power Station,576,Conventional Steam Coal,1971,2013,42059,Greene,Pennsylvania,PA
420,23279,FirstEnergy Mitchell Power Station,299.2,Conventional Steam Coal,1963,2013,42125,Washington,Pennsylvania,PA
421,20508,Covington Facility,10.5,Conventional Steam Coal,1939,2013,51005,Covington City,Virginia,VA
422,57437,MillerCoors Trenton Brewery,13.8,Conventional Steam Coal,1992,2013,39017,Butler,Ohio,OH
423,57437,MillerCoors Trenton Brewery,8,Conventional Steam Coal,1992,2013,39017,Butler,Ohio,OH
424,7140,Harllee Branch,359,Conventional Steam Coal,1967,2013,13237,Putnam,Georgia,GA
425,63041,Titus,75,Conventional Steam Coal,1951,2013,42011,Berks,Pennsylvania,PA
426,63041,Titus,75,Conventional Steam Coal,1951,2013,42011,Berks,Pennsylvania,PA
427,63041,Titus,75,Conventional Steam Coal,1953,2013,42011,Berks,Pennsylvania,PA
428,9788,John Deere Harvester Works,2.5,Conventional Steam Coal,1949,2013,17161,Rock Island,Illinois,IL
429,14465,Park 500 Philip Morris USA,6.1,Conventional Steam Coal,1984,2013,51041,Chesterfield,Virginia,VA
430,19194,Syracuse Energy,90.6,Conventional Steam Coal,1991,2013,36067,Onondaga,New York,NY
431,19194,Syracuse Energy,10.5,Conventional Steam Coal,2002,2013,36067,Onondaga,New York,NY
432,12341,Riverside,5,Conventional Steam Coal,1949,2013,19163,Scott,Iowa,IA
433,772,Archer Daniels Midland Peoria,1.5,Conventional Steam Coal,1934,2013,17143,Peoria,Illinois,IL
434,18642,Widows Creek,140.6,Conventional Steam Coal,1952,2013,1071,Jackson,Alabama,AL
435,18642,Widows Creek,140.6,Conventional Steam Coal,1954,2013,1071,Jackson,Alabama,AL
436,9332,Indian River Generating Station,81.6,Conventional Steam Coal,1957,2013,10005,Sussex,Delaware,DE
437,9332,Indian River Generating Station,81.6,Conventional Steam Coal,1959,2013,10005,Sussex,Delaware,DE
438,9417,Lansing,37.5,Conventional Steam Coal,1957,2013,19005,Allamakee,Iowa,IA
439,61919,O H Hutchings,69,Conventional Steam Coal,1951,2013,39113,Montgomery,Ohio,OH
440,63039,Portland (PA),255,Conventional Steam Coal,1962,2013,42095,Northampton,Pennsylvania,PA
441,5416,Buck,125,Conventional Steam Coal,1953,2013,37159,Rowan,North Carolina,NC
442,5416,Buck,125,Conventional Steam Coal,1953,2013,37159,Rowan,North Carolina,NC
443,5416,Riverbend,100,Conventional Steam Coal,1952,2013,37071,Gaston,North Carolina,NC
444,5416,Riverbend,100,Conventional Steam Coal,1952,2013,37071,Gaston,North Carolina,NC
445,5416,Riverbend,133,Conventional Steam Coal,1954,2013,37071,Gaston,North Carolina,NC
446,5416,Riverbend,133,Conventional Steam Coal,1954,2013,37071,Gaston,North Carolina,NC
447,2999,Rittman Paperboard,3,Conventional Steam Coal,1928,2013,39169,WAYNE,Ohio,OH
448,2999,Rittman Paperboard,5,Conventional Steam Coal,1940,2013,39169,WAYNE,Ohio,OH
449,2999,Rittman Paperboard,6,Conventional Steam Coal,1946,2013,39169,WAYNE,Ohio,OH
450,24263,Menominee Acquisition,2.5,Conventional Steam Coal,1950,2013,26109,Menominee,Michigan,MI
451,57303,Jacksonville Developmental Center,0.7,Conventional Steam Coal,1945,2013,17137,Morgan,Illinois,IL
452,57303,Jacksonville Developmental Center,0.7,Conventional Steam Coal,1945,2013,17137,Morgan,Illinois,IL
453,57303,Jacksonville Developmental Center,2,Conventional Steam Coal,1945,2013,17137,Morgan,Illinois,IL
454,10171,Tyrone,75,Conventional Steam Coal,1953,2013,21239,Woodford,Kentucky,KY
455,58620,Conesville,161.5,Conventional Steam Coal,1962,2012,39031,Coshocton,Ohio,OH
456,17539,Canadys Steam,136,Conventional Steam Coal,1962,2012,45029,Colleton,South Carolina,SC
457,17543,Dolphus M Grainger,81.6,Conventional Steam Coal,1966,2012,45051,Horry,South Carolina,SC
458,17543,Dolphus M Grainger,81.6,Conventional Steam Coal,1966,2012,45051,Horry,South Carolina,SC
459,17543,Jefferies,172.8,Conventional Steam Coal,1970,2012,45015,Berkeley,South Carolina,SC
460,17543,Jefferies,172.8,Conventional Steam Coal,1970,2012,45015,Berkeley,South Carolina,SC
461,18642,John Sevier,200,Conventional Steam Coal,1955,2012,47073,Hawkins,Tennessee,TN
462,18642,John Sevier,200,Conventional Steam Coal,1955,2012,47073,Hawkins,Tennessee,TN
463,19876,North Branch (WV),80,Conventional Steam Coal,1992,2012,54023,Grant,West Virginia,WV
464,42,AES Thames,213.9,Conventional Steam Coal,1989,2012,36103,New London,New York,NY
465,772,Archer Daniels Midland Peoria,4,Conventional Steam Coal,1985,2012,17143,Peoria,Illinois,IL
466,3046,Cape Fear,140.6,Conventional Steam Coal,1956,2012,37037,Chatham,North Carolina,NC
467,3046,Cape Fear,187.9,Conventional Steam Coal,1958,2012,37037,Chatham,North Carolina,NC
468,3046,HF Lee Plant,75,Conventional Steam Coal,1952,2012,37191,Wayne,North Carolina,NC
469,3046,HF Lee Plant,75,Conventional Steam Coal,1951,2012,37191,Wayne,North Carolina,NC
470,3046,HF Lee Plant,252.4,Conventional Steam Coal,1962,2012,37191,Wayne,North Carolina,NC
471,63030,Niles Power Plant,132.8,Conventional Steam Coal,1954,2012,39155,Trumbull,Ohio,OH
472,3046,H B Robinson,206.6,Conventional Steam Coal,1960,2012,45031,Darlington,South Carolina,SC
473,12588,Potomac River,92,Conventional Steam Coal,1949,2012,51510,Alexandria,Virginia,VA
474,12588,Potomac River,92,Conventional Steam Coal,1950,2012,51510,Alexandria,Virginia,VA
475,12588,Potomac River,110,Conventional Steam Coal,1954,2012,51510,Alexandria,Virginia,VA
476,12588,Potomac River,110,Conventional Steam Coal,1956,2012,51510,Alexandria,Virginia,VA
477,12588,Potomac River,110,Conventional Steam Coal,1957,2012,51510,Alexandria,Virginia,VA
478,23279,FirstEnergy R Paul Smith Power Station,75,Conventional Steam Coal,1958,2012,24043,Washington,Maryland,MD
479,23279,FirstEnergy R Paul Smith Power Station,34.5,Conventional Steam Coal,1947,2012,24043,Washington,Maryland,MD
480,6526,FirstEnergy Eastlake,208,Conventional Steam Coal,1956,2012,39085,Lake,Ohio,OH
481,6526,FirstEnergy Eastlake,680,Conventional Steam Coal,1972,2012,39085,Lake,Ohio,OH
482,6526,FirstEnergy R E Burger,103.4,Conventional Steam Coal,1950,2012,39013,Belmont,Ohio,OH
483,62031,FirstEnergy Bay Shore,140.6,Conventional Steam Coal,1959,2012,39095,Lucas,Ohio,OH
484,62031,FirstEnergy Bay Shore,140.6,Conventional Steam Coal,1963,2012,39095,Lucas,Ohio,OH
485,62031,FirstEnergy Bay Shore,217.6,Conventional Steam Coal,1968,2012,39095,Lucas,Ohio,OH
486,23279,FirstEnergy Armstrong Power Station,163.2,Conventional Steam Coal,1958,2012,42005,Armstrong,Pennsylvania,PA
487,23279,FirstEnergy Armstrong Power Station,163.2,Conventional Steam Coal,1959,2012,42005,Armstrong,Pennsylvania,PA
488,12796,FirstEnergy Albright,69,Conventional Steam Coal,1952,2012,54077,Preston,West Virginia,WV
489,12796,FirstEnergy Albright,69,Conventional Steam Coal,1952,2012,54077,Preston,West Virginia,WV
490,12796,FirstEnergy Albright,140.2,Conventional Steam Coal,1954,2012,54077,Preston,West Virginia,WV
491,12796,FirstEnergy Rivesville,35,Conventional Steam Coal,1943,2012,54049,Marion,West Virginia,WV
492,12796,FirstEnergy Rivesville,74.7,Conventional Steam Coal,1951,2012,54049,Marion,West Virginia,WV
493,12796,FirstEnergy Willow Island,50,Conventional Steam Coal,1949,2012,54073,Pleasants,West Virginia,WV
494,12796,FirstEnergy Willow Island,163.2,Conventional Steam Coal,1960,2012,54073,Pleasants,West Virginia,WV
495,54881,G F Weaton Power Station,60,Conventional Steam Coal,1958,2012,42007,Beaver,Pennsylvania,PA
496,54881,G F Weaton Power Station,60,Conventional Steam Coal,1958,2012,42007,Beaver,Pennsylvania,PA
497,55973,Catalyst Paper Snowflake Mill,27.2,Conventional Steam Coal,1961,2012,4017,NAVAJO,Arizona,AZ
498,55973,Catalyst Paper Snowflake Mill,43.3,Conventional Steam Coal,1974,2012,4017,NAVAJO,Arizona,AZ
499,12384,Crawford,239.3,Conventional Steam Coal,1958,2012,17031,Cook,Illinois,IL
500,12384,Crawford,358.1,Conventional Steam Coal,1961,2012,17031,Cook,Illinois,IL
501,12384,Fisk Street,374,Conventional Steam Coal,1968,2012,17031,Cook,Illinois,IL
502,56208,Smart Papers LLC,1,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
503,56208,Smart Papers LLC,1.5,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
504,56208,Smart Papers LLC,9.4,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
505,56208,Smart Papers LLC,9.4,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
506,56208,Smart Papers LLC,6,Conventional Steam Coal,1924,2012,39017,Butler,Ohio,OH
507,56208,Smart Papers LLC,7.5,Conventional Steam Coal,1930,2012,39017,Butler,Ohio,OH
508,56208,Smart Papers LLC,10.5,Conventional Steam Coal,1930,2012,39017,Butler,Ohio,OH
509,17609,Mohave,818.1,Conventional Steam Coal,1971,2012,32003,Clark,Nevada,NV
510,17609,Mohave,818.1,Conventional Steam Coal,1971,2012,32003,Clark,Nevada,NV
511,14645,Pella,11.5,Conventional Steam Coal,1964,2012,19125,Marion,Iowa,IA
512,14645,Pella,26.5,Conventional Steam Coal,1972,2012,19125,Marion,Iowa,IA
513,63030,Niles Power Plant,132.8,Conventional Steam Coal,1954,2012,39155,Trumbull,Ohio,OH
514,40307,Pearl Station,22,Conventional Steam Coal,1967,2012,17149,Pike,Illinois,IL
515,3542,Walter C Beckjord,115,Conventional Steam Coal,1952,2012,39025,Clermont,Ohio,OH
516,6035,Eddystone Generating Station,353.6,Conventional Steam Coal,1960,2012,42045,Delaware,Pennsylvania,PA
517,15466,Cherokee,125,Conventional Steam Coal,1957,2012,8001,Adams,Colorado,CO
518,5416,Dan River,70,Conventional Steam Coal,1949,2012,37157,Rockingham,North Carolina,NC
519,5416,Dan River,70,Conventional Steam Coal,1950,2012,37157,Rockingham,North Carolina,NC
520,5416,Dan River,150,Conventional Steam Coal,1955,2012,37157,Rockingham,North Carolina,NC
521,17043,Shelby Municipal Light Plant,5,Conventional Steam Coal,1948,2012,39139,Richland,Ohio,OH
522,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
523,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
524,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
525,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
526,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
527,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
528,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
529,772,Walhalla,2,Conventional Steam Coal,2000,2012,38067,Pembina,North Dakota,ND
530,18041,State Line Energy,124.9,Conventional Steam Coal,1955,2012,18089,Lake,Indiana,IN
531,18041,State Line Energy,100,Conventional Steam Coal,1955,2012,18089,Lake,Indiana,IN
532,18041,State Line Energy,209.4,Conventional Steam Coal,1962,2012,18089,Lake,Indiana,IN
533,18041,State Line Energy,179.5,Conventional Steam Coal,1962,2012,18089,Lake,Indiana,IN
534,4716,Alma,15,Conventional Steam Coal,1947,2012,55011,Buffalo,Wisconsin,WI
535,4716,Alma,15,Conventional Steam Coal,1947,2012,55011,Buffalo,Wisconsin,WI
536,4716,Alma,15,Conventional Steam Coal,1951,2012,55011,Buffalo,Wisconsin,WI
537,9788,John Deere Harvester Works,3,Conventional Steam Coal,1951,2012,17161,Rock Island,Illinois,IL
538,353,Stockton Cogen,60,Conventional Steam Coal,1988,2012,6077,San Joaquin,California,CA
539,7140,Jack McDonough,299.2,Conventional Steam Coal,1963,2012,13067,Cobb,Georgia,GA
540,15470,R Gallagher,150,Conventional Steam Coal,1959,2012,18043,Floyd,Indiana,IN
541,15470,R Gallagher,150,Conventional Steam Coal,1960,2012,18043,Floyd,Indiana,IN
542,733,Philip Sporn,495.5,Conventional Steam Coal,1960,2012,54053,Mason,West Virginia,WV
543,35120,Norit Americas Marshall Plant,2,Conventional Steam Coal,2011,2012,48203,Harrison,Texas,TX
544,57424,Miller Coors Eden LLC,5.5,Conventional Steam Coal,1978,2012,37157,Rockingham,North Carolina,NC
545,58676,Hutsonville,75,Conventional Steam Coal,1953,2011,17033,Crawford,Illinois,IL
546,58676,Hutsonville,75,Conventional Steam Coal,1954,2011,17033,Crawford,Illinois,IL
547,58676,Meredosia,57.5,Conventional Steam Coal,1948,2011,17137,Morgan,Illinois,IL
548,58676,Meredosia,57.5,Conventional Steam Coal,1949,2011,17137,Morgan,Illinois,IL
549,58676,Meredosia,239.3,Conventional Steam Coal,1960,2011,17137,Morgan,Illinois,IL
550,5109,Marysville,75,Conventional Steam Coal,1943,2011,26147,St Clair,Michigan,MI
551,5109,Marysville,75,Conventional Steam Coal,1947,2011,26147,St Clair,Michigan,MI
552,18642,Watts Bar Fossil,60,Conventional Steam Coal,1942,2011,47143,Rhea,Tennessee,TN
553,18642,Watts Bar Fossil,60,Conventional Steam Coal,1942,2011,47143,Rhea,Tennessee,TN
554,18642,Watts Bar Fossil,60,Conventional Steam Coal,1943,2011,47143,Rhea,Tennessee,TN
555,18642,Watts Bar Fossil,60,Conventional Steam Coal,1945,2011,47143,Rhea,Tennessee,TN
